Id,NCJW RM TPH Total Mll Feed,NCJW RM TPH BASALT WF  D19A,NCJW RM TPH IRON WF  D19,NCJW RM TPH LGLS WF D7,NCJW RM TPH CLAY WF  D15,NCJW RM TPH LGLS WF  D3,NCJW RM TPH HGLS WF  D11,NCJW RM CONTR MILL FEED SPA,NCJW RM CURRENT RM CLASSIFIER D29_1,NCJW RM SPD RMILL CLASSIFIER,NCJW RM VIB BODY D29,NCJW RM VIB GB  D29,NCJW RM DRAFT INLET,NCJW RM TEMP INLET,NCJW RM ACT INLET POSITION D40,NCJW RM TEMP EXIT,NCJW RM DRAFT EXIT,NCJW RM SPD RM ID FAN  D62,NCJW RM CURRENT RM ID FAN MOT  D62,NCJW RM ACT POSITION D61,NCJW RM VIB ID FAN  D62,NCJW RM TEMP ID FAN INLET  D62,NCJW RM PRESS HSS OPERATING,NCJW RM CURRENT RMILL MAIN MOT  D29,NCJW BH PRESS D50 BHOUSEDIFF D50,NCJW BH SPD BH ID FAN D53,NCJW BH CURRENT BH ID FAN D53,NCJW BH TEMP BHOUSEINLET D50,NCJW BH POSI BH ID FAN DMP POSI FB D52,NCJW XRF RM ECS RES212,SalePrice
96,260.4,0.7,0,17.7,5.9,11.8,224.3,495,187.1,59.6,8.3,0.5,47.4,202.5,96.8,85.6,736.5,798.5,1406.9,97.4,0.9,79.6,59.7,161.4,96.7,567.8,33.3,241.4,95.6,3.1,500.5
97,258.8,0.7,0,21.9,5.9,11.5,218.8,495,189.9,60,7.9,0.5,58.7,192.6,96.8,82.6,758.8,799.3,1403.8,97.4,0.9,77.3,59.6,161.4,90.8,534.7,28.3,231,95.6,2.9,505.6
98,258.8,0.7,0,21.9,6.4,11.5,218.3,495,190.5,60,7.6,0.4,56.8,199.4,96.8,84.9,761,798.8,1391.7,97.4,0.9,78.6,59.2,160.5,91.1,534.6,28.2,227.9,95.6,2.8,503.3
99,258.8,0.7,0,21.2,6.5,11.5,218.8,495,190.5,60,6.9,0.4,55.3,200.5,96.8,84.2,772.2,798.7,1379.9,97.4,0.9,78.8,59,162.6,94.6,536.9,28.5,229.7,95.9,2.5,511
100,258.7,1.7,0,16.7,7.4,11.7,221.4,495,189.7,60,6.8,0.4,54.9,199.8,96.8,84,775.4,799.3,1376.7,97.4,0.9,79,58.8,162.9,93.7,538.7,28.4,232.9,96,2.8,510.4
101,260.6,1.7,0,16.8,7.4,11.7,222.9,497,189.7,60,7.2,0.4,51.4,201.2,96.8,87.1,769.2,798.6,1371.1,97.4,0.9,82.1,59,161.4,95.9,540.6,29,235.5,95.9,2.4,502.1
102,269.2,1.2,0,16.8,7.2,12.2,231.8,502,193.9,60,7.4,0.4,55.9,201.8,96.8,83.7,765.5,798.9,1382.6,97.4,0.9,79.1,59.2,162.2,91,543.4,29.1,231,96.1,2.3,496.7
103,274.9,1.3,0,12.2,8,20,233.5,509.4,200.7,60.8,7,0.5,62.3,217.5,96.8,81.7,771.8,798.9,1379.7,97.4,0.9,76.7,59.3,164.3,91.3,537.5,29,212.2,96.1,2.5,491.2
104,272,1.3,0.1,6.6,8.3,12.8,242.9,509.6,204,62,6.3,0.4,59.8,221.5,96.8,83.1,780.3,792.2,1330.9,97.4,0.8,77.2,59.2,165.9,92.7,534.9,28.7,212.2,96.2,2.9,480.4
105,270.3,1.3,0,8.7,8.3,28.7,223.2,508.2,206,62,6.2,0.5,54.6,218.3,96.8,83.3,804.7,795.4,1323.1,97.4,0.8,78.7,59.4,169.8,94.3,534.4,28.3,221.1,96.2,2.4,494.4
106,269.1,1.2,0,11.3,8.3,24.8,223.5,510,194.2,60.1,6.3,0.4,52.9,202.1,96.8,79.7,764.8,790,1337.8,97.4,0.8,76.4,59.4,166.4,94.4,538,28.4,230.8,96.4,1.8,494.1
107,273,1.3,0,6.7,8.4,25.7,231,510,196,60.3,6.7,0.4,52.6,205.2,96.8,80.4,744.7,791.3,1351.1,97.4,0.8,77.9,59.5,165.7,90.2,537.9,28.9,232.2,96.5,2.1,505
108,262.3,1.2,0,6.4,8,24.7,221.9,510.4,201.6,62,6.4,0.4,54.3,210.3,96.8,79.8,749.4,790.8,1339,97.4,0.8,77.1,59.7,168.2,91.9,537.7,28.7,229.3,96.5,2.8,510.4
109,263.2,1.2,0,6.5,8.1,24.7,222.7,510,201.4,61.8,6.5,0.4,51.2,201.8,96.8,79.3,778,791.1,1340.5,97.4,0.8,76.4,59.5,167.2,91.5,540.4,28.8,232.9,96.4,2.3,510.5
110,267,1.2,0,6.6,8.2,29.3,221.7,510,198.3,61,6.7,0.4,46.6,209.6,96.8,83.1,772.8,792,1339.8,97.4,0.8,78.8,59.3,165.4,93.1,569.4,33.3,243.4,96.5,2,509
111,264,1.2,0,6.5,8.1,72,176.2,510.8,199.8,61,6.2,0.4,45.3,212.2,96.8,85,787.8,791.5,1306.6,97.4,0.8,80.6,59.3,167.9,98.5,585,35.6,247.4,96.5,2.4,515.7
112,265.5,1,0,7.5,8.1,42.3,206.6,510,198.6,61,5.9,0.4,49.3,214.8,96.8,85.6,797.7,792.8,1296.3,97.4,0.8,81.7,59.4,168.6,94.9,594.3,36.6,248.5,96.5,2.4,510.1
113,265,0.7,0,3.6,8.1,42.9,209.6,509.9,199.6,61.4,6.5,0.4,50,211.1,96.8,84.6,769.1,789.2,1314.4,97.4,0.8,80.2,59.2,165.7,94.9,589.2,35.7,248.2,96.5,2.5,494.9
114,277.1,0.7,0,-0.4,8.5,45.6,222.7,505,204.8,62,5.9,0.4,59.4,212.9,96.8,80.3,780.4,786.7,1293.2,97.4,0.8,77.1,59.6,170.9,92.3,578.7,34.2,239.8,96.6,2.1,498.5
115,271.2,0.7,0,-0.4,8.3,43.4,219.2,505,204.6,62,6.1,0.4,57,207.9,96.8,80.2,770.5,788.2,1299,97.4,0.8,77.3,59.4,168.3,92.8,548.3,29.8,231.4,96.6,2.1,497.4
116,262,0.8,0,0.7,8,37.7,214.8,505,197.6,61.3,6.2,0.4,56.9,207.9,96.8,80,769.2,788.6,1296.1,97.4,0.8,77.4,59.4,168.5,93.2,547.4,29.8,230.3,96.4,1.9,505.1
117,266.3,1.2,0,4.7,8.2,29.6,222.6,505,196.2,61,6.2,0.4,53.5,192.1,96.8,80.8,769.2,788,1313.8,97.4,0.8,75.8,59.4,167.9,95.1,549.6,30.2,238.3,96.3,2.1,504.4
118,265.5,1.1,0,7.3,8.2,24.9,224,505,197.7,61,6,0.4,53.6,189.1,96.8,81.2,780.3,787.7,1303,97.4,0.8,75.8,59.4,169.8,94.6,549.1,30.4,237.8,95.8,2.3,504.8
119,257,0.7,0,11.7,7.9,10,226.7,505,194.8,61,6.1,0.4,53.7,192,96.8,82.5,778.2,787.8,1295.6,97.4,0.8,76.4,59.2,169.7,93,548.9,30.4,237.8,95.6,2.4,486.8
120,252.8,0.9,0.1,13.4,7.8,48.3,182.3,486.5,193.3,61,7.2,0.4,57,195.5,96.8,85.1,731.7,787.4,1342.2,97.4,0.8,78.8,59.1,160.6,93.9,550.3,30.3,237.8,95.5,2.1,474
121,257,1.2,0,11.4,8.4,9.4,226.5,489.1,192.4,61,7.7,0.5,57.7,193.9,96.8,82.8,733.9,786.9,1348.3,97.4,0.8,77.3,59.3,161.6,92.7,550.4,30.1,235.6,95.5,2.1,481.9
122,263.6,1.2,0,12.4,8.5,9.7,231.9,497,196.7,61,6.6,0.4,54.6,192.5,96.8,79.4,758,786.3,1329,97.4,0.8,74.2,59.7,166.4,93.6,546.9,29.9,235.3,95.6,2.5,494.3
123,259.5,0.9,0,16.7,7.4,9.4,225,497,195.7,61,6.5,0.4,54.9,189.5,96.8,81.2,764.3,786.6,1317,97.4,0.8,75.5,59.4,165.8,92.1,544.9,29.5,236.3,95.7,2.5,497.2
124,260,0.9,0,16.8,7.4,9.4,225.5,497,194.4,61,6.9,0.4,54.2,190.5,96.8,83.2,752.9,787.8,1318.9,97.4,0.8,78.3,59.3,164.1,94.7,548.8,30,240.3,95.8,2.4,497.3
125,258.4,1.1,0,13.7,7.7,9.4,226.5,497,194.3,61,6.8,0.4,54.4,187.7,96.8,81.4,755.8,786.4,1311.6,97.4,0.8,77.2,59.2,164.4,92.9,546.7,29.5,237.7,95.9,2.4,496.7
126,260.7,1.5,0,10.7,8.2,9.6,230.6,497,195.4,61,6.9,0.4,54.4,186.8,96.8,83.3,758.6,787.7,1312.6,97.4,0.8,78.8,59.1,164.2,93,547.8,29.8,240,96,2.5,498
127,256.7,1.7,0,7.5,8.6,14.3,224.6,508.5,197,61,6.7,0.4,51.7,189.7,96.8,79.5,757.8,787.8,1323.3,97.4,0.8,74.9,59,166.5,93.4,546.3,29.5,236.8,96.1,2.4,504.1
128,263.4,1.8,0,6.4,8.9,26.4,219.9,510,194,61,7.7,0.5,52.6,192.8,96.8,81.7,725.8,786.6,1350.7,97.4,0.8,76.1,58.8,160.8,93,539.3,28.8,235.2,96.1,2.2,487.5
129,267.5,1.8,0,6.6,9,12.5,237.6,511.4,195.2,61,7,0.4,50.5,194.8,96.8,80.8,736.9,786.5,1342,97.4,0.8,76.2,59.3,163.9,96.7,545.6,30,234.6,96.1,2.2,501.2
130,274.8,1.6,0,8.2,9.1,13.1,242.8,514.4,194.3,60.1,6.4,0.4,41.2,209.1,96.8,85.3,737.6,788,1322.5,97.4,0.8,80.3,59.4,165.1,94.3,565.5,32.9,247.7,96.3,2.6,506
131,263.7,0.9,0,11.9,8.1,31.1,211.7,510,194.4,60,6.5,0.4,57.8,215.4,96.8,88.4,755.5,789.1,1308.4,97.4,0.8,84,59.5,164.5,96.1,596.9,38,250.4,96.5,2.8,508.9
132,259,0,0,16.7,7.2,11.8,223.4,510,198.8,61.4,5.9,0.4,54.4,206.9,96.8,85.2,761.6,791.3,1316.3,97.4,0.8,82.6,59.8,165.9,88.6,554.7,31.2,243.9,96.5,3.1,518
133,259.6,0,0,17.6,6.8,11.8,223.4,513.8,192.6,60,6.1,0.4,45.3,201.9,96.8,86.8,754,791.6,1314.8,97.4,0.8,83.2,59.9,165.4,94.9,543.1,29.4,241,96.4,2.7,516.5
134,264.6,0,0,18.3,6.4,12,227.9,515.1,193.5,60,6.1,0.4,45.4,200.1,96.8,86.1,764.1,792.6,1312,97.4,0.8,81,59.9,167.4,95.8,545.5,29.6,239.7,96.4,2,516.3
135,250.9,0.1,0,13.2,6.5,11.6,219.5,515,184.7,59.4,7.7,0.5,52.9,197.9,96.8,87.9,739.9,802.1,1397.1,97.4,0.9,81.7,59.4,160.4,95,540.9,29.1,232.5,96.4,1.9,479.2
136,267.4,0.9,0,8.5,7.8,12.5,237.6,496.6,187.7,60,7.8,0.5,53.8,196.3,96.8,85,730.8,791.9,1369.6,97.4,0.8,80.1,60.2,161.6,91.3,541,29,234.7,96.5,2,473.4
137,264.8,1.5,0,6.4,8.1,12.4,236.3,487,185.6,60,8.3,0.5,56.2,194.3,96.8,86.8,713.5,792.2,1381.7,97.4,0.8,81.1,60.2,157.9,92.3,538.3,28.8,232.6,96.6,2.2,459.2
138,258.8,2,0,1.1,9,73.9,172.8,482.4,186.8,60,8.2,0.5,56.5,193.2,96.8,83.9,726.2,791.9,1382.2,97.4,0.8,79.2,60.3,160.2,93.4,535.9,28.6,229.9,96.5,3.2,466.3
139,254.9,2,0,0.8,8.9,51.5,191.7,460,183.7,60,8.9,0.6,56.9,192.3,96.8,82.8,723,792.1,1385.9,97.4,0.8,79,60.4,161,92.5,534.2,28.1,229.5,96.6,3.3,489
140,259.7,1.8,0,0.5,8.8,26.8,221.8,460,185,60,8.5,0.5,52.1,196.4,96.8,80.7,727.4,790.8,1375.2,97.4,0.8,77.6,60.9,164.4,93.5,540.7,29.6,234.1,96.7,3.3,496.2
141,265.7,1,0,3.8,8.2,12.6,240.1,485.5,186.5,60,8.1,0.5,49.7,200.8,96.8,83.8,726.1,791.3,1367.6,97.4,0.8,80,61,163.9,94.9,561.7,32.7,241.9,96.7,3.4,492.7
142,256.8,0.5,0,4,7.2,12.3,232.9,495,183.8,60,8.7,0.6,53.6,201,96.8,83.5,730.2,792.2,1373.9,97.4,0.8,79.2,61,163.5,94.6,570.7,33.1,243.4,96.6,2.9,496.5
143,262.1,0,0,8.2,6.7,12.4,234.9,499.5,185.2,60,8.7,0.5,54.3,201.8,96.8,84.1,733.3,789.8,1363.4,97.4,0.8,79.2,61.3,165,94,569.9,33.5,242.9,96.7,2.8,498.1
144,253.8,0.1,0,21.8,5.7,19.8,206.3,502.1,190.2,60,6.4,0.4,48.7,204.6,96.8,86.7,759.9,783.9,1284,97.4,0.8,81.2,60.8,168.5,96.8,569.5,33.7,246.2,96.7,3.2,516.1
145,244.1,0.7,0,22.7,5,46.1,169.5,500,188.5,60,7.4,0.4,50.4,204.8,96.8,89,740.6,791.2,1342,97.4,0.8,83.3,60.1,163,91.3,571.5,33.5,245,96.7,3.1,504.5
146,243,1.1,0,18.1,5,57.2,161.7,503.9,186.8,60,7.4,0.4,50.3,200.7,96.8,87.8,734.4,791.2,1353.3,97.4,0.8,81.9,59.8,161.7,94.1,577.5,34.2,241.9,96.7,2.3,503.4
147,247.5,0.5,0,19.2,5.1,11.1,211.6,508.5,187.4,60.3,7.2,0.4,51.2,200.6,96.8,85.4,743.2,791.1,1350.2,97.4,0.8,79.9,59.7,163.9,94.6,573.7,34.1,240.1,96.8,2.4,508.7
148,249.5,0,0,21.2,5,26.3,197,510,191.5,60.5,7,0.4,50.4,199.3,96.8,86.7,748.8,791.3,1338.9,97.4,0.8,80,59.6,162.8,95.3,573.1,33.7,240.3,96.7,2.5,509.4
149,254.6,0,0,21.7,4.7,11.4,216.9,510,194.3,61,7,0.4,51.9,198.6,96.8,86.5,755,791.3,1344,97.4,0.8,80.2,59.3,162.7,95.1,573.9,34,240.3,96.6,2.6,509.2
150,258.7,0.9,0,14.7,5.3,16.6,221.2,510,194.2,61,7.3,0.5,50.4,197.8,96.8,82.8,762,791.1,1357.2,97.4,0.8,76.9,59.2,164.6,96.5,573.6,34.7,236.8,96.2,2.5,509.5
151,247.8,1.2,0,15.8,5.1,26.9,198.7,516.9,193.4,61,6.7,0.4,50.4,193.5,96.8,84.4,768,791.5,1362.5,97.4,0.8,77.6,58.9,151.8,92.8,557.1,31.7,237.1,96,2.4,519.1
152,230.4,1.6,0,12.4,5.4,36.2,174.7,509.6,186.1,61,7,0.4,58.6,195.1,96.8,86.2,746.9,791.6,1363.5,97.4,0.8,79.9,58,136.1,92.3,559.1,31.3,242.2,95.9,2.8,513.3
153,235.3,1.5,0,6.2,6.9,22.6,198.1,505,185,61,7.1,0.4,65.7,189.1,96.8,83.7,742.1,792.9,1366,97.4,0.8,79,56.3,133.6,95.7,562.7,31.7,236.8,96,2.6,508
154,107.4,0.2,0,4.2,3.2,5,94.8,505,92.3,30.8,3.1,0.1,41.5,151.3,47.2,83.5,362.8,451.3,684.7,48.5,0.4,76.5,34.2,61.9,114.8,262.9,40.7,239.1,96.3,3.3,248.8
155,-0.1,0,0,-0.4,0,0.1,0.1,505,0,0.2,0.1,-0.1,11.2,55.9,3.5,50.2,8.6,2.2,0,5.2,-0.1,53.3,0.1,0.3,110.4,276,47.2,234.6,96.7,3.8,12.3
156,-0.1,0,0,-0.4,0,0.1,0.1,505,0,0.2,0.2,-0.1,9.3,46.3,3.5,43,7.4,2.1,0,5.2,-0.1,46,0.1,0.3,107.9,504.3,44.7,239.6,96.7,3.8,12.4
157,-0.1,0,0,-0.4,0,0.1,0.1,505,0,0.2,0.2,-0.1,6.7,43.8,3.5,40.2,5.7,2.1,0,5.2,-0.1,42.1,0.1,0.3,95.1,601,36,231.9,96.6,3.8,13.8
158,-0.1,0,0,-0.4,0,0.1,0.1,505,0,0.2,0.3,-0.1,2.3,43.2,3.5,39.3,2.5,2.1,-0.1,5.2,-0.1,39.8,0.1,0.3,92.3,552.2,28.8,228.9,96.6,3.8,15.2
159,-0.1,0,0,-0.4,0,0.1,0.1,505,0,0.2,0.3,-0.1,3.2,42.2,3.5,37.4,3.2,2.1,-0.1,5.2,-0.1,38.4,2.7,0.3,91.3,573.9,31.6,224.7,96.7,3.8,15.1
160,-0.1,0,0,-0.4,0,0.1,0.1,505,0.6,0.3,0.4,-0.1,9.8,41.8,3.5,36.3,10,2.1,-0.1,5.3,-0.1,36.9,22.2,0.3,93,576.7,31.7,230.7,96.6,3.8,15.4
161,238.6,0,0,10.6,7,16.7,204.3,505,184.4,60.2,7.2,0.4,74.6,197.9,90.8,83.8,720.3,779,1458.4,90.1,1.1,74.5,56.8,139.2,58.3,489.9,22.2,184.7,88.1,3.8,462.7
162,279.8,0,0,12.6,8.3,15.5,243.3,507.8,195.7,60,8.6,0.5,55.2,203.1,97.3,82.8,767.4,822.1,1472.2,98.1,1.1,77.8,60.6,163,69.3,473.2,20.3,200.4,85.2,3.8,505.2
163,276.3,0,0,9.5,8.2,15.5,243,510,195.1,60,8.3,0.5,54.5,214.3,97.3,83,771,820.7,1468.7,98.1,1.1,79.2,61.1,166,87.8,501.4,23.9,193.9,85.2,3.8,509.8
164,276,0,0,9.6,8.2,15.5,242.7,507.4,194.1,60,8,0.5,55.9,216.5,97.3,84.1,770.9,819.7,1472.4,98.1,1,80.2,60.2,164.2,94.4,508.7,25.1,197.9,85,3.5,508.9
165,272.6,0,0,9.2,8.1,15.3,239.9,503.8,197.1,60.7,7.4,0.5,56.2,211.2,97.3,83.8,768.7,805.5,1413.2,98.1,1,78.6,59.1,163.3,91.9,508.4,25,205.7,84.7,3.4,508
166,269.8,0.2,0,6.6,8,14.2,240.9,500,196.4,61,7.8,0.5,51.9,205.8,97.3,81.9,753.1,799.2,1399.7,98.1,0.9,77.2,58.7,160.7,96.5,505.8,24.7,205.5,84.7,3.1,500.3
167,268.8,0.6,0,7.4,7.9,11.3,241.6,500,196.1,61,7.5,0.5,52.9,203,97.3,80.2,760.5,799,1400,98.1,0.9,75.2,58.7,161.9,93.9,504.5,24.6,203.8,84.7,2.8,507.1
168,265.4,0.6,0,11.8,7.3,31.9,213.8,500,202.8,61.9,6.5,0.4,53.4,207.7,97.3,81.5,780.3,798.9,1382.4,98.1,0.9,75.3,58.9,165.3,95.5,504.6,24.8,204.1,84.9,3.1,518
169,258.1,0.6,0,10.6,7.1,31.2,208.6,500.4,200.9,62,6.6,0.4,54.6,204.5,97.3,81.1,773.9,793.2,1353.7,98,0.9,75.2,58.9,165.4,92.5,504.8,24.4,209.4,85,3.1,514.1
170,259.6,0.6,0,6.3,7.2,31.9,213.6,507,199.4,62,6.5,0.4,56.8,206.8,97.3,80.9,766.4,793,1315.2,98,0.8,75.2,59,167.1,91.9,504.7,23.8,213.9,85,2.7,508.3
171,260,0.3,0,6.3,7.2,32,214.2,506.4,198.9,61.6,6.5,0.4,60.2,216.7,97.3,81.1,772.4,793.9,1336.4,98,0.8,76.4,59.2,167.2,92,504.8,24.5,189.7,84.9,2.7,505.9
172,270.5,0,0,7.7,7.5,33.2,222.1,508,196.3,60.2,6.2,0.4,45.5,215.3,97.3,80.5,765.6,794.1,1354,98,0.8,76.4,59.4,166.8,92.3,504.7,24.5,212.6,84.9,2.2,508.1
173,259.7,0,0,8.9,7.2,31.7,211.9,508,191.5,60,6.7,0.4,50.8,219.7,97.3,81,767.5,794.2,1351,98,0.8,76.6,59.2,166.5,94.8,527.5,27,216.7,84.9,2.1,507.5
174,264.4,0,0,11.7,7.3,22,223.4,508,192.3,60,6.9,0.4,51.1,211.2,97.3,80.8,770.6,794.2,1369.8,98,0.8,75.5,59.2,166.2,96,531.4,28.1,219,84.9,2,509.2
175,273,0,0.1,12.2,7.5,12.7,240.5,508,193.1,60,7,0.4,59,206.1,97.3,80.8,766.4,794.6,1382.6,98,0.8,75.4,59.1,163.3,92.1,554.7,31.1,221.4,84.9,1.9,507.5
176,272.3,1,0.1,13.7,7,12.5,237.9,508,192.8,60,6.9,0.4,63.5,214,97.3,82.3,765.9,794.6,1378.2,98,0.8,76.7,59,163,95.1,597.2,37.3,234.1,84.9,2.8,507.6
177,267,1.3,0,17.3,6.6,12.1,229.8,508,192.7,60,6.5,0.4,61.3,213.7,97.3,82.3,775.1,790.3,1348.7,98,0.8,77.2,59,164.1,94.3,597.1,37.4,235.9,84.9,3.2,510.4
178,264.8,2.3,0,17.1,6.5,11.9,227,507,190.8,60,7,0.4,58.7,203.3,97.3,82.7,763.8,790,1361.1,98,0.9,78.4,59.3,163,96.1,597,37.4,241.7,84.9,3.8,500.9
179,266.8,1.3,0,20,5.2,12,228.2,506.2,187.9,60,7.4,0.5,61.2,206.3,97.3,82.9,756.1,790.8,1373.1,98,0.9,78.7,59.6,162.8,96.8,596.8,37.2,246.8,84.8,2.9,482.4
180,272.3,0.6,0,20,4,12.4,235.2,500,189,60,7.5,0.5,60.7,202.1,97.3,84.2,751,791.1,1368.4,98,0.9,80.1,60.1,161.6,92.7,563,32.1,238.3,84.8,2.4,499.2
181,263.1,0.6,0,17,3.2,42.9,199.4,500,190.7,60,6.6,0.4,59,213,97.3,81.8,764.6,791.7,1344.2,98,0.9,78.9,60.8,168.8,94.5,542.4,28.8,223.9,84.9,2.4,508.5
182,258.1,0.7,0,17.6,3.3,20.5,215.9,500,187.8,60,7.3,0.5,56.8,201.4,97.3,82.1,749.1,791.9,1366.5,98,0.9,77.9,60.3,164.4,94.1,546.6,29.4,231.5,84.7,3,502.6
183,256.8,1.1,0,21.8,4.2,14.6,214.9,503.9,188.3,60.8,7.5,0.5,57.7,195.9,97.3,82.2,742.1,791.6,1378.1,98,0.9,77.6,60.2,162.6,92.2,548.7,29.3,232.7,85,3,503.5
184,252.6,1.1,0,26.2,4.2,28.7,192.3,505,192.6,61.3,6.7,0.4,53.2,200.5,97.3,84.6,753.6,791.2,1352.4,98,0.9,79.6,60.1,163.3,92.4,550.4,29.7,239.1,85.3,3.1,505.6
185,251.8,1.1,0,21.4,4.9,30,194.3,509.9,197.2,62,6.5,0.4,50.6,197.7,97.3,83.5,767.2,792.9,1353.6,98,0.9,78.8,60.2,165.8,93.7,550.2,29.8,240.1,85.3,3.2,510.2
186,256.6,1.1,0,15,5.5,35.2,199.6,518.3,199.1,61.8,6.2,0.4,49.9,198.2,97.3,81.9,781.8,794.4,1352.1,98,0.9,77.3,60.1,168.3,93.9,552.7,29.7,237.4,85.4,2.8,518.9
187,257,1.1,0,14,5.5,35.5,200.9,520,195,61,6.2,0.4,55.8,210.6,97.3,81.9,783.1,796.1,1351.3,98,0.9,77.7,59.9,168.6,94,550.7,29.7,230.1,85.4,2.5,520.5
188,254,1.1,0,20.4,5.5,31,196,520,194.5,61,6.2,0.4,56.3,207.3,97.3,82.5,782.6,796.4,1356.4,98,0.9,78.4,59.7,167.2,94,547.5,29.5,228.5,85.2,2.2,519.9
189,262.8,1.2,0,27.6,5.6,19.9,208.5,520,196,60.3,6.3,0.4,60,206,97.3,83.3,791.6,795.5,1359.2,98,0.9,77,59.6,165.7,96.1,579.7,35.6,239,84.8,2.1,521.1
190,268.6,1.2,0,17.1,6,27.9,216.4,520,193.9,60,6.5,0.4,55.4,207.3,97.3,83.8,791,795.9,1360.8,98,0.9,77.5,59.3,163.8,96.7,596.8,37.3,243.3,84.8,2,519
191,266.5,1.2,0,9.2,6.8,21.4,228,517.9,189.6,60,6.7,0.4,60.9,213.5,97.3,81.7,788,794.5,1362.3,98,0.8,75.6,59.4,166.9,95.2,597,37.8,231.8,84.9,2,516.8
192,274.9,0.9,0,9.5,7,12.9,244.5,519,190.7,60,6.9,0.4,61,216.9,97.3,81.6,788.1,794.8,1358.9,98,0.9,77.3,59.3,165.9,96.9,596.9,37.6,233.2,84.8,2.5,516.5
193,268.7,0.9,0,3.1,6.9,31.5,226.3,519.3,191.7,60,6.7,0.4,60.2,219.9,97.3,81,787.2,794.1,1344.3,98,0.9,76.6,59.4,168.3,97.3,596.9,37.5,231.3,84.7,2.4,517.3
194,268,0.9,0,3.9,6.9,12.8,243.6,520,191.8,60,6.5,0.4,61.2,217.6,97.3,80.4,789.9,794,1334.1,98,0.8,75.9,59.3,168.6,83.6,532.2,27.9,217.7,94.2,2.6,519.7
195,274.2,0.9,0,9,7,12.9,244.4,520,192.2,60,6.9,0.4,57.8,213.1,97.3,79.8,773.1,794.1,1368.7,98,0.8,75.5,59.2,164.4,95.2,531.7,28.1,212.6,96.1,2.5,512.1
