Id,NCJW RM TPH Total Mll Feed,NCJW RM TPH BASALT WF  D19A,NCJW RM TPH IRON WF  D19,NCJW RM TPH LGLS WF D7,NCJW RM TPH CLAY WF  D15,NCJW RM TPH LGLS WF  D3,NCJW RM TPH HGLS WF  D11,NCJW RM CONTR MILL FEED SPA,NCJW RM CURRENT RM CLASSIFIER D29_1,NCJW RM SPD RMILL CLASSIFIER,NCJW RM VIB BODY D29,NCJW RM VIB GB  D29,NCJW RM DRAFT INLET,NCJW RM TEMP INLET,NCJW RM ACT INLET POSITION D40,NCJW RM TEMP EXIT,NCJW RM DRAFT EXIT,NCJW RM SPD RM ID FAN  D62,NCJW RM CURRENT RM ID FAN MOT  D62,NCJW RM ACT POSITION D61,NCJW RM VIB ID FAN  D62,NCJW RM TEMP ID FAN INLET  D62,NCJW RM PRESS HSS OPERATING,NCJW RM CURRENT RMILL MAIN MOT  D29,NCJW BH PRESS D50 BHOUSEDIFF D50,NCJW BH SPD BH ID FAN D53,NCJW BH CURRENT BH ID FAN D53,NCJW BH TEMP BHOUSEINLET D50,NCJW BH POSI BH ID FAN DMP POSI FB D52,NCJW XRF RM ECS RES212,SalePrice
196,264.6,0.6,0,9.1,6.5,12.4,235.9,520,191.9,60,6.7,0.4,56.9,216.3,97.3,80,785.9,793.7,1345.1,97.9,0.8,74.9,59.3,168.1,92.7,532,27.9,214,95.9,2.5,519.9
197,265,0.6,0,9.2,6.5,17.9,230.9,520,192.1,60,6.6,0.4,56.4,215.5,97.3,80,781.6,794.2,1349,97.9,0.8,74.5,59.2,168.2,93.8,530.9,28.1,209.8,95.9,2.3,517.4
198,274.9,0.5,0,8.2,6.7,13,246.6,520,189.1,59,6.4,0.4,58.7,218,97.3,80,783.5,793.7,1344.7,97.9,0.8,74.3,59.1,169.7,93.5,532.2,28.6,209.7,96,1.9,515.2
199,275.2,0,0,4,6.7,13.2,251.2,520,189.7,59,6.4,0.4,59.7,230,97.3,80,785.2,794.7,1336.7,97.9,0.8,74,58.9,171.8,93.8,531.1,28.6,202.8,96,1.8,513.5
200,278.3,0.2,0,4.7,6.7,13.3,253.3,520,192,59.5,6.9,0.4,59.8,222.3,97.3,79.9,779,793.7,1352.6,97.9,0.8,74.3,59.3,169,92.3,528.1,27.8,204,96,2.4,506.8
201,275.4,1,0,12.4,6,19.1,236.9,520,195.7,60,6,0.4,55.6,223,97.3,80.1,795.4,794.1,1337.2,97.9,0.8,74.6,59.4,170.3,93.9,530.7,28.2,210.7,96.1,2.2,518.5
202,261.8,1.6,0,16,5.3,28.7,210.2,518.4,193.1,60,6,0.4,54.9,220.8,97.3,79.9,795.8,795.1,1339.7,97.9,0.9,75.8,59.4,170.7,95.7,532.6,28.6,216.6,96.1,2,519.9
203,264.2,2.6,0,17.9,5,37.9,200.8,515,193.2,60,6.2,0.4,53.8,211.3,97.3,79.8,783.5,795.7,1361.1,97.9,0.9,76.5,59.7,166.7,94.3,537,28.9,223.3,96.2,2.2,515.6
204,254.3,2.9,0,15.1,5.2,72.2,158.8,518.2,192.7,60,6,0.4,50.6,214.5,97.3,80.1,786.5,794.4,1346,97.9,0.8,77.5,60.2,168.1,91.8,533.9,28,227,96.5,2.2,519
205,258.9,2.5,0,14.2,5.6,49,187.7,520,193.2,60,5.7,0.4,49.3,213.4,97.3,79.9,792.5,795.3,1332.9,97.9,0.9,77,60.2,169.9,95.5,541,28.7,228.3,96.7,2.1,520.2
206,266.2,2.2,0,12.6,6,41.7,203.6,520,194.1,60,5.9,0.4,52,207.9,97.3,79.7,776.5,796.3,1352.4,97.9,0.9,75.8,59.9,168.6,91.1,536.7,28.2,224.3,96.7,2,519.6
207,256.2,1.7,0,11.4,6.3,12,224.9,520,185,59.4,7.1,0.4,53.3,210.8,97.3,79.9,755.3,795.8,1368.8,97.9,0.9,75.8,59.8,167.4,93.1,544.2,28.8,223.3,96.7,2,507.6
208,265.3,1.7,0,11.9,6.5,12.3,232.9,520,182.7,58,6.8,0.4,50.2,207.3,97.3,80,761.3,794.2,1354.4,97.9,0.9,75.8,60.1,166.5,92.8,556.5,31,229.3,96.7,2,518.8
209,263.8,1.2,0,12.8,6.5,12.2,231.2,520,179.4,57.7,7.3,0.4,56.8,210.5,97.3,79.6,771.4,794.6,1365.3,97.9,0.9,75.7,60.4,168,95.7,589.6,36.3,232,96.7,2.2,518.1
210,268.2,1.1,0,11,6.5,12.5,237,520,184.1,58.1,6.6,0.4,49,218.2,97.3,79.6,773.7,794.8,1343.7,97.9,0.9,76.8,60.5,168.8,94.6,573.9,33.3,226,97,2.4,519.3
211,267.6,0.6,0,14.9,5.9,12.3,233.8,520,183.6,58,7.1,0.4,51.8,209,97.3,80.2,764.5,795.2,1359.5,97.9,0.9,76.3,60.4,167.7,96.9,574,33.8,229.8,96.5,2.3,518.3
212,268.1,0.6,0,20.1,5.5,12.1,229.7,520,183.1,58.3,7.9,0.5,51.8,201.8,97.3,79.7,752.2,795.7,1389.9,97.9,0.9,74.4,60.4,165.9,94.5,574,33.4,229.1,96.2,2.5,519.7
213,264.8,0.8,0,19.2,5.4,12,227.5,520,189.9,60,7.7,0.5,50.3,199.3,97.3,79.7,756,795.3,1388,97.9,0.9,74.2,60.3,166.4,96.7,574.2,34.3,230.4,95.9,2.9,520.2
214,262.7,1.2,0,16.9,5.5,12,227.1,520,188.9,60,7.9,0.5,54.4,199,97.3,80.2,764.4,795.5,1395.9,97.9,0.9,74.5,60.1,165.2,97.5,574.2,34.6,231.3,95.7,2.5,519.4
215,260.1,1.4,0,16.7,5.9,41.1,195,517.5,190.3,60,7.3,0.4,51.5,205.5,97.3,79.9,768.7,793.7,1376.4,97.9,0.8,74,60.1,166.3,92.4,562.9,32.6,226.4,95.6,2.4,522.1
216,254.8,1.4,0,16.4,5.7,46.4,184.9,515,188.5,60,7.6,0.4,52.7,208.1,97.3,81.8,765.8,793.7,1375.7,97.9,0.8,75.9,59.8,163.7,95.2,568.1,33.4,228.4,95.7,2.7,515.9
217,257,1.2,0,17.9,5.3,26.3,206.4,520,193.2,61,6.8,0.4,64.6,207.5,97.3,80.1,790.8,794.2,1352,97.9,0.8,75.4,59.7,167.3,91.3,533,28.3,210.8,95.7,2.8,520.6
218,256.8,1.2,0,17.6,5.3,32.3,200.4,520,194.3,61,6.5,0.4,58.6,210.9,97.3,80.8,785.9,793.8,1339.6,97.9,0.8,76.7,59.4,165.8,91.7,524,27,209.3,95.8,2.2,520.2
219,254.8,1.1,0,16.4,5.7,30.3,201.2,520,193.4,61,6.5,0.4,53.8,212.4,97.3,79.9,775.1,793,1337,97.9,0.8,75.8,59.3,167.1,91.9,524.1,26.4,209.1,95.9,2.2,521.9
220,259.2,1.2,0,16.4,5.8,35.4,200.5,520,195.4,61,6.3,0.4,55.1,214.6,97.3,80.4,784.3,793.8,1348.6,97.9,0.8,76.2,59.1,165.3,92,524.1,26.6,209.4,95.9,2.1,519.5
221,255.3,1.1,0,15.1,5.7,35,198.3,520,193.6,61,6.6,0.4,56.5,212.9,97.3,80.4,784.4,794.2,1360.8,97.9,0.8,75.3,59.1,166.8,93.8,524.1,27.4,208,96,2.2,519.6
222,260,1.2,0,16.5,5.9,31.3,205.1,520,194.8,61,6.4,0.4,56.3,211.8,97.3,80.6,789.6,793.6,1351.5,97.9,0.8,75.3,59,166.5,93.2,524.1,27.6,209.3,96,2.1,519.9
223,262,1.2,0,14.2,5.9,25.3,215.4,520,194.3,61,6.7,0.4,53.5,209.7,97.3,79.8,782.8,794.9,1367.1,97.9,0.8,73.9,58.9,167.3,95.3,524.1,27.2,210.3,96,2.1,520.4
224,264.9,1.2,0,16.8,6,36.1,204.8,520,197.6,61,6.5,0.4,50.3,199.2,97.3,79.9,784.8,793.5,1370.7,97.9,0.8,74,59.1,164.7,90.6,521.7,26.8,218.2,96.1,2,518.9
225,266.3,1.7,0,18.3,5.8,36.1,204.5,520,197.7,60.8,6.9,0.4,49.2,198.6,97.3,80.2,782.9,793.5,1374.8,97.9,0.8,75,59.2,162.8,94,528.2,27.3,224.2,96.1,2.1,513
226,232.6,1.6,0,15.1,5.2,77.4,133,520,183.4,59,6.1,0.4,59,200.4,90.4,85.4,738.2,808.6,1374.3,89.4,0.9,78.7,59.6,145.8,99,516.8,36.8,234.3,96,2.6,478.4
227,241.5,2,0,16.3,5.3,213.7,4.1,520,199.3,60,5.9,0.4,56.9,217.2,96.8,83.6,813.7,798,1347.9,96.5,0.9,80,59.5,166.7,94.6,593.5,37.8,229.1,96.3,2.8,532.8
228,251.9,1.6,0,15.5,5.7,176.1,52.9,520,200.1,60,5.6,0.4,58.5,219.8,96.8,84.1,812.4,798.9,1347.9,96.5,0.9,80.7,59.6,166.1,96.7,596.5,38.2,227.4,96.6,2.5,531.7
229,263.8,1.7,0,18.4,6.5,35.6,201.6,520,196.7,60,6,0.4,58.7,223.2,96.9,85.4,799.3,794.2,1323.9,96.5,0.9,81.4,59.3,163.2,95.5,596.5,37.5,236,96.7,2.5,520.7
230,264.8,1.1,0,22.4,7.1,35.1,199.1,520,192.4,59.3,6.4,0.4,50.3,215.7,96.9,84.7,787.6,795.4,1324,96.5,0.9,80.3,59.2,165.1,89.4,551.3,30.9,232,96.7,2.2,518.7
231,266,0.9,0,25.3,7.3,34.9,197.6,520,187.5,58,6.3,0.4,43.7,207.9,96.9,81.1,780,795.8,1329.5,96.5,0.8,77,59.2,166.9,94.3,529.7,27.8,224.1,96.7,1.9,520.3
232,266.7,0.9,0,25.6,7.4,34.9,197.9,520,187.9,58,6.2,0.4,43.9,210.4,96.9,82,763.5,794.7,1324.2,96.5,0.8,77.6,59.1,166.6,92.5,537.3,28.7,228.1,96.8,2.2,519.7
233,264.6,1.2,0,30.2,7.3,30.5,195.3,520,187.1,58,6,0.4,41.7,212.8,96.8,82.8,762.7,794.7,1327.6,96.5,0.8,78.7,59.2,165.5,94.5,540.5,28.9,228.4,96.9,2.4,520.7
234,261,1.4,0,27.2,7.2,48.8,176.4,520,190,58.9,5.8,0.4,42.1,212.2,96.8,83,766.9,793.9,1321.8,96.5,0.8,80,59.3,166.3,92.5,542.5,29.1,229.2,96.6,2.5,491
235,266.6,1.5,0,25.1,7.9,35.6,196.6,520.1,190,59,6.5,0.4,43.9,210.3,96.8,83.5,768.9,798.3,1362.1,96.5,0.9,80.1,59,162.4,94,545.5,29.4,225.5,96.3,2.4,519.4
236,245.5,1.6,0.1,21.3,7.9,138.4,76.2,520,190.5,59,6.6,0.4,44.4,210.4,96.8,82.1,779.2,800.2,1378.5,96.5,0.9,78.8,59.2,164.2,95,546.4,29.6,226,96.5,2.4,523.1
237,238.1,1.5,0,23.4,7.3,140,65.8,520,190.6,59,6.2,0.4,48.6,218.9,96.8,84,792.8,799.3,1357.4,96.5,0.9,79.6,59.1,164.9,95.5,566,33.5,230.8,96.5,2.4,528.9
238,254.3,1.4,0,28.8,7.8,32.9,183.4,520,188.4,59,6.2,0.4,57.3,230.1,96.8,93,791.5,799.8,1336.5,96.5,0.9,85.6,59,161.8,96.2,606.7,39.4,237.7,96.3,2.4,522.2
239,262,1.1,0,27.5,7.7,22.9,202.7,520,187.2,59,6.7,0.4,47,217.3,96.9,88.1,771.2,798.3,1355.7,96.5,0.9,82,59.2,162.5,95.4,589.8,36.2,239.3,95.9,2.4,512.4
240,265.4,0.6,0,27.2,9,11.4,217.2,520,190.6,59,6.3,0.4,43.1,219.5,96.9,88,793.5,796.8,1327.5,96.5,0.8,81.3,59.1,164.7,94.9,581.9,34.8,241.3,95.8,2.6,512.4
241,270,0.7,0,22.8,9.1,11.9,225.5,520,191.2,59,6.8,0.4,50.9,201.3,96.9,79.8,782.8,798.6,1372.1,96.5,0.8,74.5,59,165.2,90.7,536.9,28.5,225.6,95.7,2.5,514.7
242,272.1,0.7,0,20.4,9.7,12.1,229.2,520,190.5,59,7.4,0.5,49,198.8,96.9,79.4,762.6,798.2,1392.7,96.5,0.8,73.8,59.2,162.2,93.3,535.1,28.2,223.1,95.8,2.4,512.7
243,267.7,0.7,0,20.7,9.5,11.8,225.1,520,191.3,59,6.9,0.4,49,205.5,96.9,80.2,778.8,797.6,1372.9,96.5,0.8,74.3,59.4,164.7,93,533.6,27.9,218.2,95.8,2.2,519.7
244,274.9,0.7,0,23.4,9.3,12.1,229.5,520,192.6,59,6.7,0.4,46.4,201.7,96.9,80,778.9,797.8,1376.2,96.5,0.8,74.7,59.3,164.3,94.6,535.1,28.3,223.9,95.9,2.2,516.6
245,269.4,0.6,0,22.9,9.1,11.8,224.9,520,191.5,59,6.1,0.4,47.2,208.5,96.9,80.2,785,797.8,1353.2,96.5,0.8,75.3,59.4,168.8,95.8,537.1,28.9,220.4,95.9,2.1,519.5
246,275.6,0,0,23.6,9.3,12.1,230.7,520,191.6,59,6.4,0.4,49.9,204.4,96.9,80.1,773.1,797.3,1361.1,96.5,0.8,75,59.3,165.9,91.8,533.4,28.4,218.2,95.9,2.1,507.4
247,268.1,0.1,0,22.8,9,36.4,199.7,520,192.8,59,6.1,0.4,48.9,206,96.9,79.6,788.5,798.9,1361.8,96.5,0.8,74.6,59.3,168.9,94.4,533.6,28.3,216.6,95.9,2.2,518.5
248,264.8,0.7,0,23.5,8.4,59.8,172.5,520,193.8,59,6.1,0.4,49.3,209.8,96.9,79.8,782.3,798.2,1362.6,96.5,0.8,74.9,59.2,167.2,92.5,535.5,28.2,222.9,96.1,2.3,516.6
249,261.7,0.6,0,24.6,8.3,44.6,183.5,520,190.9,59,6.4,0.4,49.7,207.3,96.9,80,773.1,799.2,1371.7,96.5,0.8,75.4,59.1,166.4,93.6,537.9,28.8,220.8,96.1,2.2,500
250,262.9,0.6,0,23.6,8.3,68.9,161.4,520,191.9,59,6.4,0.4,48.8,202.5,96.9,79.7,770.8,802,1389.6,96.5,0.9,76.2,59.3,165.9,92.7,541.7,29.3,224.4,96,2.2,517.9
251,270.1,0.7,0,23.3,8.6,26.9,210.6,520,192.4,59,6.3,0.4,49.1,201.2,96.9,79.6,776.1,801.6,1379.6,96.5,0.9,76.6,59.7,167.6,92.5,539,29.2,225,96.3,2.4,517.5
252,261.9,0.6,0,23.7,8.3,61.2,168,520,192.8,59,6.2,0.4,45,199.9,96.9,80.2,778,800.7,1369.9,96.5,0.9,76.7,59.9,168.7,93.6,540.5,29.3,226.7,96.6,2.8,518.5
253,258.5,0.6,0,25.8,8.2,55.8,168,520,192.1,59,6.1,0.4,44.7,203.9,97,80.2,780.6,799.8,1352.2,96.5,0.9,76.8,59.9,169,92.4,537.1,28.7,222.7,96.6,2.5,521.3
254,267.6,0.7,0,28.3,8.5,36.9,193.2,520,193.3,59,6.5,0.4,39.8,198.5,97,81.7,765.3,800.9,1369.3,96.5,0.9,77.5,59.7,166.7,94.2,545.9,30,228.8,96.6,2.4,519.9
255,268.7,0.2,0,30.9,8.5,22.1,207,520,192.4,59,6.6,0.4,48,200.2,97,80.8,783.8,799.9,1366.4,96.5,0.9,76.8,59.8,167.4,92.5,558.8,31.7,229.8,96.7,2.4,521
256,267.1,0.2,0,29.7,8.7,29.7,198.8,520,192.9,59.4,6.2,0.4,55.1,197.2,97,80.5,794,798.9,1352.5,96.5,0.9,76.4,59.9,168.3,96,574,34.2,228.9,96.8,2.4,519.4
257,264,0.9,0,25.1,8.6,29.8,199.6,520,196.2,60,5.9,0.4,55.1,201.1,97,80.8,804.2,799.4,1347.7,96.5,0.9,76.7,59.9,169.5,94.6,586.4,36.2,226.9,96.8,2.5,519.7
258,270.5,0.7,0,25.7,8.8,30.6,204.6,520,198,60,6,0.4,46.5,208.4,97,82.4,785.9,799.6,1362.7,96.5,0.9,78,59.8,166.7,95.1,596.6,37.1,232.9,96.9,2.5,519.1
259,267.5,0,0,25.4,8.8,30.3,203,520,195.8,60,6.8,0.4,49.7,206,97,83.7,775.8,800.2,1378.6,96.5,0.9,78.8,59.5,164,95.7,596.6,37.2,232.5,96.9,2.5,521.3
260,266.8,0,0,25.3,8.7,30.3,202.4,520,195.4,60,6.8,0.4,52,203.6,96.9,84.2,775.6,799.9,1384.1,96.5,0.9,78.1,59.6,163.7,96.3,596.6,38,231.1,96.5,2.2,519.4
261,269.5,0,0,25.6,8.8,30.6,204.5,520,196.7,60,6.6,0.4,49.1,204.4,96.9,83.6,779.4,798.7,1377.1,96.5,0.9,77.5,59.6,165.7,95.9,596.7,38,231.6,96.1,2.2,520.3
262,269.5,0.1,0,25.6,8.8,30.5,204.3,520,197.4,60,6.9,0.4,48.2,204.8,96.9,84.7,782.3,799.9,1381.3,96.5,0.9,78,59.5,164.6,95.4,596.8,38,232,95.9,2.3,519.8
263,265.8,0.7,0,25.2,8.7,24.7,206.6,520,194.7,60,6.6,0.4,52.2,203.9,96.9,83.2,794.6,799.3,1383,96.5,0.9,76.9,59.3,164.7,95.2,596.9,38.3,230.9,95.9,2.5,519.3
264,264.8,0.7,0,19.9,9.7,14.1,220.4,520,199.9,60,6.8,0.5,46.8,218.4,96.9,82.8,769.1,799.6,1396.6,96.4,0.9,75.9,59.1,164.6,96.5,596.9,38.2,220.7,95.9,2.6,504.9
265,259.2,1.8,0,21,9.4,13.6,213.3,512,203.1,60,8,0.5,41.1,206.6,96.9,83.2,712,799,1450.6,96.4,0.9,76.2,58.9,157.4,94.1,596.9,38,219.9,95.8,2.3,472.4
266,264.2,2.3,0,25.1,9.2,13.7,214,489.9,193.1,60,8.3,0.5,68.4,193.7,96.9,81.6,759.2,797.6,1415.1,96.4,0.8,76.5,58.9,157.2,88.8,554.9,31.3,213.6,95.9,1.6,493.2
267,271.8,2.2,0,22.7,9.6,10.4,227,497,190.1,60,9.1,0.5,66.5,192,96.9,81.7,742.9,798.3,1423.9,96.4,0.9,76.8,58.9,154.3,93,552.8,30.9,218.4,96,1.6,483.9
268,278.9,1.8,0,21,10.3,9.8,235.9,497,193.3,60,8.3,0.5,59.9,194.2,96.9,79.9,760.6,799.1,1418.9,96.4,0.9,75.2,59.4,157.4,95.7,552.8,30.7,220.1,96.1,3.4,492.7
269,280.8,1.4,0,16.6,11.2,10.1,241.4,502,194.3,60,8.4,0.5,56.7,193.2,96.9,81.4,758.8,798.7,1423.8,96.4,0.9,75.9,59.2,157,93.5,553,30.7,219.1,96.1,3.7,488.7
270,274.6,0.8,0,10.4,11.9,36.5,215,510,194.9,60,7.9,0.4,55.6,194.7,96.9,82.1,767.7,797.3,1400.5,96.4,0.9,76.9,59.1,158.6,93.4,552.8,31.1,220.4,96.2,3.5,462.2
271,258.9,0.6,0,1.8,11.6,14,230.9,513.1,185.3,60,7.6,0.4,66.2,209.7,96.9,80.1,769.7,793.3,1368.6,96.4,0.8,75.3,59.1,163.6,95,552.7,31.1,204.2,96.2,3.1,518.8
272,262.6,0,0,6.5,9.4,24.6,222.1,515,189.9,60.6,7.7,0.4,56.7,208,96.9,79.8,757.2,793.8,1372.6,96.4,0.8,74.6,59.1,163.5,92.9,537.7,28.6,200.6,96.3,3.1,513.9
273,269.2,0,0,18.5,5.7,13.6,231.2,515,198.4,62,7.8,0.4,50.2,198.5,96.9,80.3,753.3,794.1,1386.9,96.4,0.8,76,59,160.2,94.1,539.2,29.5,213.2,96.3,2.9,507.3
274,271.8,0,0,15.8,4.2,22.4,229.3,512.9,201.4,62,7.3,0.4,42.9,200.4,96.9,81.2,748.6,791,1355.4,96.4,0.8,77.6,59.3,162.8,94.8,550.2,30.9,225.3,96.4,2.9,505.3
275,278.4,0,0,8.9,4.5,20.1,244.9,510,205.9,62.1,6.9,0.4,46.8,207.3,96.9,83.2,758.3,790.3,1337.6,96.4,0.8,79,59.4,162.5,94.1,560.3,31.8,224.5,96.5,3.2,503.7
276,269.7,0,0,1.2,7.2,13.1,248.2,511.7,209.3,62.8,6.4,0.5,49.3,211.3,97,85.3,774.8,786.6,1291.7,96.4,0.8,82.1,59.4,163.5,94,566.1,32.9,230.8,96.7,3.8,509.3
277,269.1,0,0,12.6,7.2,12.5,236.8,512,199.9,61.2,6.1,0.4,54.3,214.7,97,85,768.1,784.3,1286,96.4,0.8,79.6,59.2,164.8,98.5,608.2,40.2,227.4,96.6,2.1,512.4
278,267.6,0,0,22.4,7.1,11.9,226.1,513.9,192.3,59.4,6.4,0.4,53.6,218.6,97,87.5,778.6,789.7,1308.1,96.4,0.8,81.8,58.9,163.2,97.2,618.3,42.2,227.9,96.8,1.9,513
279,261.4,0,0,28.6,6.9,11.3,214.5,515,188.5,58.9,6.9,0.4,58,215.5,97,86.8,776.6,791.2,1310.2,96.4,0.8,81.8,58.8,163.1,93.8,611.9,40.9,226.3,96.8,2.1,514.9
280,266.1,0,0,15.7,5.5,37.9,207,515,187.9,58.4,7.1,0.4,47.4,206.2,97,80.6,769.4,790.5,1317.7,96.4,0.8,76.6,59.4,168.2,87.7,523.5,27.4,208,96.9,2.5,509.7
281,265.3,0,0,29.2,5.2,16.9,214.1,515,187.8,58.5,7,0.4,44.5,195.5,97,80.9,770.4,790.3,1322.7,96.4,0.8,76.6,59.4,165.8,90.5,541.6,29.1,215.2,96.9,2.4,513.5
282,258,0,0,34.7,3.7,17.5,202.2,515,187.7,58.5,6.7,0.4,43.3,199.3,97,81.4,768.7,791.2,1316.8,96.4,0.8,78.2,59.5,166.2,94.5,542.8,29.2,217.1,96.7,2.4,516.3
283,266.9,0,0,36.1,3.8,11.4,215.7,515,190.2,58.5,6.4,0.4,43,199.6,97,81.4,783.9,792,1319.8,96.4,0.8,77.5,59.6,168,92,538.5,28.8,217.2,96.4,2.3,515
284,265.2,0,0.1,35.8,4.4,20.4,204.4,515,189.5,58.2,6.5,0.4,53.6,198.5,97,82.1,794.2,793.3,1330.3,96.3,0.8,76.3,59.4,167.8,96,555.7,31.7,217,96.3,2.2,500
285,260.1,0.3,0,33.6,5.4,15.7,205.1,515,186.3,58,6.8,0.4,55.1,211.4,96.9,88.4,788.1,792.1,1324.1,96.4,0.8,81.4,59.1,163.5,95.1,593.9,38.2,227.2,96.3,2.1,528.4
286,265.4,0.9,0,26.1,6,11.6,220.8,515,186.7,58,7,0.4,52.2,210.6,96.9,85.8,774.2,792.2,1339.8,96.4,0.8,79,58.9,162.9,97.1,596.9,38,226.8,96,2.4,517
287,256.7,0.6,0,29.4,5.8,29.9,191,515,185.4,58,6.9,0.4,50,215.6,96.9,87.3,765.7,791.8,1335.9,96.4,0.8,80.1,58.8,162.7,96.5,597,38.1,227.2,95.7,2.4,516.1
288,260.1,0.6,0,29.8,5.9,22.1,201.6,515,185.8,58,6.4,0.4,46.8,220.5,96.9,88.2,769.2,791.1,1316.9,96.4,0.8,81.3,58.8,163.7,97.6,596.9,38,230.8,95.9,2.4,523.6
289,263.2,0.5,0,30.2,6.1,14.7,211.6,515,185.9,58,6.9,0.4,48.6,213.7,96.9,88.8,757.4,790.9,1332.4,96.3,0.8,81.6,58.9,161.4,95.4,597,37.8,230.1,95.9,2.3,514.7
290,256.6,0,0,28.8,6.7,79,142,515,186.4,58,7,0.4,48.3,213.8,96.9,86.4,769.5,790.7,1334,96.4,0.8,79.9,59,162.6,94.9,597,37.7,228.9,95.8,2.3,515.6
291,259.8,0.2,0,27.2,7.4,52.1,172.8,515,187.3,58,6.9,0.4,60.4,208,96.9,84.5,784.9,790.5,1329.1,96.3,0.8,78.2,59,162.8,87.2,568.7,33.6,219.7,95.9,2.4,514.7
292,260.4,0.7,0,27.7,4.6,31.1,196.3,515,185.8,58,7,0.4,49.1,201.9,96.9,83.3,770.8,791.4,1338.3,96.4,0.8,78,59,162.8,93.4,545.5,30.1,216.5,96,2.6,513.1
293,258.4,0.6,0,27.8,1.5,32.8,195.6,515,186.3,58,6.8,0.4,49,204.6,96.9,82.7,784.9,791.1,1324,96.3,0.8,78.1,59,164.9,93.7,552.9,30.6,217.2,96.1,2.4,517.3
294,264.6,0.3,0,26.9,7.3,46.8,183.4,515,187.5,57.6,7,0.4,49.2,202.6,96.9,82.3,779.8,790.7,1329.3,96.4,0.8,77.5,59,165.5,92.2,553,31,218.6,96.3,2.2,515.7
295,273.9,0.7,0,26.1,9,11.4,226.7,515,182.4,57,7.6,0.4,53.1,193.3,96.9,79.2,758,790.3,1360.8,96.4,0.8,73.6,58.8,163.4,94.3,553.1,31.2,217.6,96.1,2.1,516.5
296,273.2,0,0,26.1,10.1,9.5,227.6,515,182,57,7.8,0.4,54.8,192.9,96.9,79.9,759.7,790.1,1363.4,96.4,0.8,74.6,58.8,161.5,93.8,553,31,216.7,96.1,2.5,512.2
